File: Image_12133.jpg, Predicted: texting, Actual: running
File: Image_3386.jpg, Predicted: cycling, Actual: texting
File: Image_10310.jpg, Predicted: sleeping, Actual: drinking
File: Image_6812.jpg, Predicted: eating, Actual: fighting
File: Image_6236.jpg, Predicted: eating, Actual: drinking
File: Image_3447.jpg, Predicted: eating, Actual: dancing
File: Image_228.jpg, Predicted: cycling, Actual: running
File: Image_1602.jpg, Predicted: drinking, Actual: clapping
File: Image_7673.jpg, Predicted: clapping, Actual: calling
File: Image_1795.jpg, Predicted: cycling, Actual: fighting
File: Image_25.jpg, Predicted: cycling, Actual: dancing
File: Image_1541.jpg, Predicted: cycling, Actual: running
File: Image_6702.jpg, Predicted: cycling, Actual: running
File: Image_11347.jpg, Predicted: laughing, Actual: listening_to_music
File: Image_3567.jpg, Predicted: using_laptop, Actual: hugging
File: Image_2100.jpg, Predicted: using_laptop, Actual: calling
File: Image_7610.jpg, Predicted: eating, Actual: running
File: Image_455.jpg, Predicted: cycling, Actual: sleeping
File: Image_10243.jpg, Predicted: listening_to_music, Actual: hugging
File: Image_4953.jpg, Predicted: using_laptop, Actual: eating
File: Image_11171.jpg, Predicted: listening_to_music, Actual: texting
File: Image_8224.jpg, Predicted: using_laptop, Actual: sitting
File: Image_6975.jpg, Predicted: listening_to_music, Actual: laughing
File: Image_9935.jpg, Predicted: eating, Actual: hugging
File: Image_4051.jpg, Predicted: using_laptop, Actual: sitting
File: Image_4061.jpg, Predicted: using_laptop, Actual: eating
File: Image_5441.jpg, Predicted: laughing, Actual: dancing
File: Image_7597.jpg, Predicted: clapping, Actual: using_laptop
File: Image_3494.jpg, Predicted: using_laptop, Actual: sitting
File: Image_7620.jpg, Predicted: using_laptop, Actual: sitting
File: Image_11186.jpg, Predicted: cycling, Actual: calling
File: Image_7606.jpg, Predicted: cycling, Actual: running
File: Image_4549.jpg, Predicted: eating, Actual: running
File: Image_4248.jpg, Predicted: texting, Actual: laughing
File: Image_2339.jpg, Predicted: laughing, Actual: texting
File: Image_6510.jpg, Predicted: cycling, Actual: drinking
File: Image_8006.jpg, Predicted: using_laptop, Actual: running
File: Image_11992.jpg, Predicted: using_laptop, Actual: fighting
File: Image_4952.jpg, Predicted: using_laptop, Actual: running
File: Image_3623.jpg, Predicted: eating, Actual: cycling
File: Image_7045.jpg, Predicted: eating, Actual: dancing
File: Image_7347.jpg, Predicted: using_laptop, Actual: eating
File: Image_633.jpg, Predicted: listening_to_music, Actual: clapping
File: Image_11718.jpg, Predicted: dancing, Actual: eating
File: Image_8767.jpg, Predicted: eating, Actual: dancing
File: Image_2377.jpg, Predicted: sitting, Actual: fighting
File: Image_5275.jpg, Predicted: eating, Actual: running
File: Image_4735.jpg, Predicted: eating, Actual: sitting
File: Image_11336.jpg, Predicted: laughing, Actual: running
File: Image_180.jpg, Predicted: eating, Actual: listening_to_music
File: Image_7381.jpg, Predicted: using_laptop, Actual: eating
File: Image_12086.jpg, Predicted: cycling, Actual: sitting
File: Image_10091.jpg, Predicted: laughing, Actual: sitting
File: Image_3547.jpg, Predicted: cycling, Actual: drinking
File: Image_7805.jpg, Predicted: dancing, Actual: laughing
File: Image_902.jpg, Predicted: clapping, Actual: sleeping
File: Image_2671.jpg, Predicted: cycling, Actual: dancing
File: Image_1777.jpg, Predicted: eating, Actual: fighting
File: Image_4943.jpg, Predicted: cycling, Actual: hugging
File: Image_2907.jpg, Predicted: laughing, Actual: calling
File: Image_6964.jpg, Predicted: clapping, Actual: running
File: Image_3346.jpg, Predicted: using_laptop, Actual: laughing
File: Image_10720.jpg, Predicted: using_laptop, Actual: clapping
File: Image_10017.jpg, Predicted: cycling, Actual: running
File: Image_4363.jpg, Predicted: drinking, Actual: texting
File: Image_4410.jpg, Predicted: using_laptop, Actual: running
File: Image_8634.jpg, Predicted: cycling, Actual: running
File: Image_11031.jpg, Predicted: cycling, Actual: dancing
File: Image_7482.jpg, Predicted: laughing, Actual: calling
File: Image_8705.jpg, Predicted: sleeping, Actual: eating
File: Image_4320.jpg, Predicted: eating, Actual: clapping
File: Image_2193.jpg, Predicted: drinking, Actual: hugging
File: Image_6872.jpg, Predicted: using_laptop, Actual: sleeping
File: Image_4759.jpg, Predicted: eating, Actual: fighting
File: Image_11245.jpg, Predicted: cycling, Actual: sitting
File: Image_3512.jpg, Predicted: calling, Actual: texting
File: Image_5569.jpg, Predicted: using_laptop, Actual: sitting
File: Image_417.jpg, Predicted: laughing, Actual: using_laptop
File: Image_3578.jpg, Predicted: using_laptop, Actual: fighting
File: Image_8754.jpg, Predicted: laughing, Actual: cycling
File: Image_5400.jpg, Predicted: using_laptop, Actual: laughing
File: Image_8011.jpg, Predicted: clapping, Actual: drinking
File: Image_6337.jpg, Predicted: cycling, Actual: dancing
File: Image_1761.jpg, Predicted: cycling, Actual: clapping
File: Image_9061.jpg, Predicted: using_laptop, Actual: listening_to_music
File: Image_11609.jpg, Predicted: calling, Actual: texting
File: Image_7690.jpg, Predicted: cycling, Actual: drinking
File: Image_12044.jpg, Predicted: using_laptop, Actual: running
File: Image_7489.jpg, Predicted: cycling, Actual: clapping
File: Image_1366.jpg, Predicted: using_laptop, Actual: clapping
File: Image_2978.jpg, Predicted: using_laptop, Actual: laughing
File: Image_10105.jpg, Predicted: eating, Actual: clapping
File: Image_11596.jpg, Predicted: cycling, Actual: using_laptop
File: Image_3958.jpg, Predicted: cycling, Actual: fighting
File: Image_842.jpg, Predicted: using_laptop, Actual: hugging
File: Image_2328.jpg, Predicted: eating, Actual: running
File: Image_2111.jpg, Predicted: fighting, Actual: cycling
File: Image_1082.jpg, Predicted: cycling, Actual: texting
File: Image_6082.jpg, Predicted: calling, Actual: using_laptop
File: Image_2515.jpg, Predicted: sleeping, Actual: hugging
File: Image_9455.jpg, Predicted: cycling, Actual: calling
File: Image_8591.jpg, Predicted: cycling, Actual: sitting
File: Image_3921.jpg, Predicted: cycling, Actual: texting
File: Image_11996.jpg, Predicted: using_laptop, Actual: drinking
File: Image_735.jpg, Predicted: fighting, Actual: laughing
File: Image_6396.jpg, Predicted: eating, Actual: laughing
File: Image_2533.jpg, Predicted: laughing, Actual: listening_to_music
File: Image_930.jpg, Predicted: cycling, Actual: calling
File: Image_1367.jpg, Predicted: drinking, Actual: calling
File: Image_3542.jpg, Predicted: using_laptop, Actual: sitting
File: Image_7545.jpg, Predicted: sleeping, Actual: eating
File: Image_9348.jpg, Predicted: eating, Actual: fighting
File: Image_1882.jpg, Predicted: eating, Actual: running
File: Image_6333.jpg, Predicted: cycling, Actual: sleeping
File: Image_9873.jpg, Predicted: laughing, Actual: using_laptop
File: Image_453.jpg, Predicted: using_laptop, Actual: sleeping
File: Image_3855.jpg, Predicted: eating, Actual: using_laptop
File: Image_5263.jpg, Predicted: laughing, Actual: calling
File: Image_8900.jpg, Predicted: eating, Actual: sitting
File: Image_9102.jpg, Predicted: sleeping, Actual: dancing
File: Image_7555.jpg, Predicted: using_laptop, Actual: dancing
File: Image_6756.jpg, Predicted: using_laptop, Actual: sitting
File: Image_9396.jpg, Predicted: laughing, Actual: hugging
File: Image_8059.jpg, Predicted: fighting, Actual: hugging
File: Image_2868.jpg, Predicted: drinking, Actual: dancing
File: Image_5326.jpg, Predicted: cycling, Actual: running
File: Image_9919.jpg, Predicted: eating, Actual: cycling
File: Image_134.jpg, Predicted: cycling, Actual: fighting
File: Image_4585.jpg, Predicted: cycling, Actual: sleeping
File: Image_6511.jpg, Predicted: using_laptop, Actual: sleeping
File: Image_4065.jpg, Predicted: fighting, Actual: eating
File: Image_11452.jpg, Predicted: eating, Actual: cycling
File: Image_3475.jpg, Predicted: laughing, Actual: dancing
File: Image_898.jpg, Predicted: clapping, Actual: using_laptop
File: Image_10895.jpg, Predicted: eating, Actual: cycling
File: Image_2549.jpg, Predicted: clapping, Actual: sitting
File: Image_7098.jpg, Predicted: clapping, Actual: dancing
File: Image_8622.jpg, Predicted: sleeping, Actual: hugging
File: Image_7154.jpg, Predicted: calling, Actual: texting
File: Image_7373.jpg, Predicted: sleeping, Actual: listening_to_music
File: Image_2943.jpg, Predicted: cycling, Actual: drinking
File: Image_7518.jpg, Predicted: drinking, Actual: hugging
File: Image_8371.jpg, Predicted: cycling, Actual: hugging
File: Image_2407.jpg, Predicted: running, Actual: hugging
File: Image_10476.jpg, Predicted: eating, Actual: clapping
File: Image_9353.jpg, Predicted: dancing, Actual: laughing
File: Image_3998.jpg, Predicted: calling, Actual: hugging
File: Image_2936.jpg, Predicted: laughing, Actual: drinking
File: Image_10390.jpg, Predicted: sleeping, Actual: listening_to_music
File: Image_4039.jpg, Predicted: eating, Actual: laughing
File: Image_11819.jpg, Predicted: sleeping, Actual: clapping
File: Image_675.jpg, Predicted: using_laptop, Actual: texting
File: Image_10208.jpg, Predicted: calling, Actual: clapping
File: Image_11262.jpg, Predicted: sleeping, Actual: using_laptop
File: Image_7111.jpg, Predicted: laughing, Actual: hugging
File: Image_9391.jpg, Predicted: cycling, Actual: running
File: Image_7052.jpg, Predicted: cycling, Actual: sleeping
File: Image_8457.jpg, Predicted: sleeping, Actual: drinking
File: Image_11906.jpg, Predicted: cycling, Actual: drinking
File: Image_8183.jpg, Predicted: laughing, Actual: clapping
File: Image_11466.jpg, Predicted: eating, Actual: hugging
File: Image_5541.jpg, Predicted: laughing, Actual: texting
File: Image_1421.jpg, Predicted: using_laptop, Actual: drinking
File: Image_4084.jpg, Predicted: clapping, Actual: eating
File: Image_8761.jpg, Predicted: using_laptop, Actual: eating
File: Image_6264.jpg, Predicted: cycling, Actual: sitting
File: Image_46.jpg, Predicted: sleeping, Actual: hugging
File: Image_4081.jpg, Predicted: cycling, Actual: running
File: Image_9075.jpg, Predicted: cycling, Actual: fighting
File: Image_1909.jpg, Predicted: using_laptop, Actual: texting
File: Image_8246.jpg, Predicted: cycling, Actual: texting
File: Image_6466.jpg, Predicted: eating, Actual: fighting
File: Image_5873.jpg, Predicted: dancing, Actual: clapping
File: Image_9014.jpg, Predicted: eating, Actual: hugging
File: Image_1604.jpg, Predicted: cycling, Actual: sitting
File: Image_8323.jpg, Predicted: using_laptop, Actual: laughing
File: Image_6470.jpg, Predicted: sleeping, Actual: hugging
File: Image_1613.jpg, Predicted: sleeping, Actual: sitting
File: Image_2161.jpg, Predicted: eating, Actual: sleeping
File: Image_584.jpg, Predicted: calling, Actual: laughing
File: Image_9278.jpg, Predicted: eating, Actual: sitting
File: Image_10637.jpg, Predicted: running, Actual: texting
File: Image_6076.jpg, Predicted: eating, Actual: laughing
File: Image_4886.jpg, Predicted: listening_to_music, Actual: clapping
File: Image_5286.jpg, Predicted: eating, Actual: clapping
File: Image_2843.jpg, Predicted: using_laptop, Actual: dancing
File: Image_6268.jpg, Predicted: sleeping, Actual: clapping
File: Image_756.jpg, Predicted: using_laptop, Actual: laughing
File: Image_1270.jpg, Predicted: clapping, Actual: dancing
File: Image_4100.jpg, Predicted: dancing, Actual: running
File: Image_1410.jpg, Predicted: eating, Actual: sitting
File: Image_8787.jpg, Predicted: sleeping, Actual: texting
File: Image_3428.jpg, Predicted: eating, Actual: running
File: Image_12535.jpg, Predicted: sleeping, Actual: texting
File: Image_186.jpg, Predicted: using_laptop, Actual: running
File: Image_9853.jpg, Predicted: eating, Actual: fighting
File: Image_12564.jpg, Predicted: cycling, Actual: texting
File: Image_7222.jpg, Predicted: sleeping, Actual: drinking
File: Image_6533.jpg, Predicted: using_laptop, Actual: eating
File: Image_951.jpg, Predicted: using_laptop, Actual: hugging
File: Image_3627.jpg, Predicted: calling, Actual: laughing
File: Image_5720.jpg, Predicted: cycling, Actual: running
File: Image_10427.jpg, Predicted: sleeping, Actual: texting
File: Image_12113.jpg, Predicted: cycling, Actual: hugging
File: Image_6176.jpg, Predicted: cycling, Actual: hugging
File: Image_882.jpg, Predicted: laughing, Actual: drinking
File: Image_6160.jpg, Predicted: fighting, Actual: texting
File: Image_5014.jpg, Predicted: using_laptop, Actual: clapping
File: Image_8470.jpg, Predicted: using_laptop, Actual: clapping
File: Image_4518.jpg, Predicted: using_laptop, Actual: drinking
File: Image_9312.jpg, Predicted: eating, Actual: clapping
File: Image_5843.jpg, Predicted: cycling, Actual: dancing
File: Image_7797.jpg, Predicted: using_laptop, Actual: listening_to_music
File: Image_7761.jpg, Predicted: sleeping, Actual: hugging
File: Image_5162.jpg, Predicted: using_laptop, Actual: hugging
File: Image_949.jpg, Predicted: using_laptop, Actual: hugging
File: Image_3202.jpg, Predicted: cycling, Actual: fighting
File: Image_9267.jpg, Predicted: sleeping, Actual: clapping
File: Image_7680.jpg, Predicted: calling, Actual: using_laptop
File: Image_12020.jpg, Predicted: cycling, Actual: hugging
File: Image_5883.jpg, Predicted: laughing, Actual: using_laptop
File: Image_5763.jpg, Predicted: sleeping, Actual: drinking
File: Image_12224.jpg, Predicted: cycling, Actual: running
File: Image_7902.jpg, Predicted: cycling, Actual: clapping
File: Image_10997.jpg, Predicted: laughing, Actual: drinking
File: Image_8829.jpg, Predicted: using_laptop, Actual: sleeping
File: Image_2097.jpg, Predicted: cycling, Actual: running
File: Image_1406.jpg, Predicted: using_laptop, Actual: texting
File: Image_7427.jpg, Predicted: using_laptop, Actual: calling
File: Image_6636.jpg, Predicted: laughing, Actual: sitting
File: Image_8163.jpg, Predicted: eating, Actual: laughing
File: Image_2627.jpg, Predicted: cycling, Actual: using_laptop
File: Image_6443.jpg, Predicted: eating, Actual: texting
File: Image_6737.jpg, Predicted: eating, Actual: sitting
File: Image_3458.jpg, Predicted: sleeping, Actual: using_laptop
File: Image_3645.jpg, Predicted: eating, Actual: clapping
File: Image_11020.jpg, Predicted: cycling, Actual: laughing
File: Image_29.jpg, Predicted: cycling, Actual: drinking
File: Image_8550.jpg, Predicted: eating, Actual: drinking
File: Image_5468.jpg, Predicted: eating, Actual: clapping
File: Image_6000.jpg, Predicted: cycling, Actual: sleeping
File: Image_5754.jpg, Predicted: using_laptop, Actual: calling
File: Image_8960.jpg, Predicted: using_laptop, Actual: sitting
File: Image_3552.jpg, Predicted: using_laptop, Actual: dancing
File: Image_11165.jpg, Predicted: eating, Actual: drinking
File: Image_1599.jpg, Predicted: eating, Actual: texting
File: Image_9146.jpg, Predicted: using_laptop, Actual: texting
File: Image_4306.jpg, Predicted: laughing, Actual: calling
File: Image_10262.jpg, Predicted: sleeping, Actual: texting
File: Image_7859.jpg, Predicted: laughing, Actual: sleeping
File: Image_9909.jpg, Predicted: laughing, Actual: texting
File: Image_6449.jpg, Predicted: calling, Actual: using_laptop
File: Image_12593.jpg, Predicted: eating, Actual: clapping
File: Image_7358.jpg, Predicted: cycling, Actual: running
File: Image_5891.jpg, Predicted: cycling, Actual: sitting
File: Image_8182.jpg, Predicted: eating, Actual: drinking
File: Image_9112.jpg, Predicted: using_laptop, Actual: fighting
File: Image_1683.jpg, Predicted: using_laptop, Actual: sitting
File: Image_3965.jpg, Predicted: cycling, Actual: calling
File: Image_718.jpg, Predicted: sleeping, Actual: sitting
File: Image_11432.jpg, Predicted: calling, Actual: texting
File: Image_12042.jpg, Predicted: eating, Actual: hugging
File: Image_1178.jpg, Predicted: cycling, Actual: calling
File: Image_5206.jpg, Predicted: sleeping, Actual: laughing
File: Image_5879.jpg, Predicted: sleeping, Actual: hugging
File: Image_10994.jpg, Predicted: listening_to_music, Actual: calling
File: Image_4400.jpg, Predicted: using_laptop, Actual: sleeping
File: Image_12451.jpg, Predicted: running, Actual: dancing
File: Image_10285.jpg, Predicted: eating, Actual: hugging
File: Image_4470.jpg, Predicted: eating, Actual: fighting
File: Image_2765.jpg, Predicted: using_laptop, Actual: drinking
File: Image_9587.jpg, Predicted: eating, Actual: clapping
File: Image_7200.jpg, Predicted: using_laptop, Actual: sitting
File: Image_11412.jpg, Predicted: using_laptop, Actual: sleeping
File: Image_4612.jpg, Predicted: eating, Actual: fighting
File: Image_6507.jpg, Predicted: cycling, Actual: drinking
File: Image_6258.jpg, Predicted: laughing, Actual: hugging
File: Image_12270.jpg, Predicted: cycling, Actual: dancing
File: Image_9985.jpg, Predicted: eating, Actual: dancing
File: Image_8218.jpg, Predicted: laughing, Actual: calling
File: Image_11677.jpg, Predicted: eating, Actual: texting
File: Image_7528.jpg, Predicted: cycling, Actual: eating
File: Image_8151.jpg, Predicted: using_laptop, Actual: laughing
File: Image_3364.jpg, Predicted: using_laptop, Actual: dancing
File: Image_8164.jpg, Predicted: eating, Actual: sleeping
File: Image_12159.jpg, Predicted: sleeping, Actual: dancing
File: Image_1554.jpg, Predicted: eating, Actual: dancing
File: Image_10466.jpg, Predicted: cycling, Actual: running
File: Image_7867.jpg, Predicted: using_laptop, Actual: sitting
File: Image_6605.jpg, Predicted: eating, Actual: drinking
File: Image_5343.jpg, Predicted: cycling, Actual: running
File: Image_2779.jpg, Predicted: eating, Actual: sleeping
File: Image_6530.jpg, Predicted: clapping, Actual: dancing
File: Image_4782.jpg, Predicted: laughing, Actual: listening_to_music
File: Image_4905.jpg, Predicted: cycling, Actual: sleeping
File: Image_3524.jpg, Predicted: calling, Actual: listening_to_music
File: Image_8559.jpg, Predicted: laughing, Actual: hugging
File: Image_321.jpg, Predicted: sleeping, Actual: texting
File: Image_6336.jpg, Predicted: cycling, Actual: running
File: Image_849.jpg, Predicted: using_laptop, Actual: cycling
File: Image_9940.jpg, Predicted: calling, Actual: eating
File: Image_11859.jpg, Predicted: eating, Actual: listening_to_music
File: Image_1588.jpg, Predicted: listening_to_music, Actual: laughing
File: Image_4184.jpg, Predicted: using_laptop, Actual: clapping
File: Image_11266.jpg, Predicted: laughing, Actual: drinking
File: Image_877.jpg, Predicted: eating, Actual: hugging
File: Image_1144.jpg, Predicted: eating, Actual: cycling
File: Image_2316.jpg, Predicted: cycling, Actual: hugging
File: Image_6902.jpg, Predicted: listening_to_music, Actual: calling
File: Image_62.jpg, Predicted: using_laptop, Actual: sitting
File: Image_5926.jpg, Predicted: using_laptop, Actual: clapping
File: Image_5937.jpg, Predicted: sleeping, Actual: hugging
File: Image_8844.jpg, Predicted: cycling, Actual: eating
File: Image_1994.jpg, Predicted: using_laptop, Actual: texting
File: Image_1915.jpg, Predicted: cycling, Actual: sitting
File: Image_1028.jpg, Predicted: cycling, Actual: laughing
File: Image_7201.jpg, Predicted: cycling, Actual: hugging
File: Image_9729.jpg, Predicted: using_laptop, Actual: calling
File: Image_9945.jpg, Predicted: cycling, Actual: running
File: Image_3186.jpg, Predicted: drinking, Actual: hugging
File: Image_2924.jpg, Predicted: listening_to_music, Actual: calling
File: Image_299.jpg, Predicted: eating, Actual: drinking
File: Image_6408.jpg, Predicted: laughing, Actual: drinking
File: Image_10425.jpg, Predicted: sleeping, Actual: laughing
File: Image_10596.jpg, Predicted: eating, Actual: drinking
File: Image_3591.jpg, Predicted: using_laptop, Actual: dancing
File: Image_6917.jpg, Predicted: eating, Actual: drinking
File: Image_3185.jpg, Predicted: cycling, Actual: running
File: Image_7891.jpg, Predicted: eating, Actual: sitting
File: Image_4014.jpg, Predicted: clapping, Actual: running
File: Image_7070.jpg, Predicted: calling, Actual: listening_to_music
File: Image_3990.jpg, Predicted: laughing, Actual: clapping
File: Image_12363.jpg, Predicted: cycling, Actual: fighting
File: Image_9696.jpg, Predicted: cycling, Actual: laughing
File: Image_9018.jpg, Predicted: cycling, Actual: using_laptop
File: Image_2825.jpg, Predicted: drinking, Actual: hugging
File: Image_4682.jpg, Predicted: running, Actual: hugging
File: Image_12372.jpg, Predicted: laughing, Actual: drinking
File: Image_2855.jpg, Predicted: sleeping, Actual: hugging
File: Image_12127.jpg, Predicted: eating, Actual: clapping
File: Image_551.jpg, Predicted: running, Actual: cycling
File: Image_4145.jpg, Predicted: sleeping, Actual: drinking
File: Image_11305.jpg, Predicted: sitting, Actual: running
File: Image_7304.jpg, Predicted: using_laptop, Actual: listening_to_music
File: Image_892.jpg, Predicted: sitting, Actual: running
File: Image_4186.jpg, Predicted: eating, Actual: hugging
File: Image_449.jpg, Predicted: eating, Actual: clapping
File: Image_491.jpg, Predicted: cycling, Actual: eating
File: Image_6255.jpg, Predicted: sleeping, Actual: using_laptop
File: Image_7129.jpg, Predicted: eating, Actual: fighting
File: Image_6380.jpg, Predicted: sleeping, Actual: laughing
File: Image_12588.jpg, Predicted: sleeping, Actual: hugging
File: Image_4010.jpg, Predicted: cycling, Actual: sitting
File: Image_5065.jpg, Predicted: using_laptop, Actual: running
File: Image_3439.jpg, Predicted: using_laptop, Actual: hugging
File: Image_8434.jpg, Predicted: eating, Actual: sitting
File: Image_10713.jpg, Predicted: using_laptop, Actual: hugging
File: Image_329.jpg, Predicted: laughing, Actual: texting
File: Image_11280.jpg, Predicted: eating, Actual: using_laptop
File: Image_9593.jpg, Predicted: cycling, Actual: dancing
File: Image_11764.jpg, Predicted: cycling, Actual: running
File: Image_4052.jpg, Predicted: eating, Actual: clapping
File: Image_12022.jpg, Predicted: cycling, Actual: running
File: Image_7257.jpg, Predicted: using_laptop, Actual: sitting
File: Image_12293.jpg, Predicted: using_laptop, Actual: sitting
File: Image_5334.jpg, Predicted: cycling, Actual: sitting
File: Image_11268.jpg, Predicted: laughing, Actual: listening_to_music
File: Image_5017.jpg, Predicted: cycling, Actual: laughing
File: Image_7580.jpg, Predicted: eating, Actual: fighting
File: Image_11952.jpg, Predicted: eating, Actual: running
File: Image_11997.jpg, Predicted: eating, Actual: texting
File: Image_6686.jpg, Predicted: laughing, Actual: drinking
File: Image_6876.jpg, Predicted: eating, Actual: dancing
File: Image_9466.jpg, Predicted: eating, Actual: clapping
File: Image_5756.jpg, Predicted: cycling, Actual: hugging
File: Image_9097.jpg, Predicted: clapping, Actual: laughing
File: Image_1989.jpg, Predicted: cycling, Actual: running
File: Image_599.jpg, Predicted: cycling, Actual: listening_to_music
File: Image_2264.jpg, Predicted: laughing, Actual: sitting
File: Image_2115.jpg, Predicted: eating, Actual: listening_to_music
File: Image_6905.jpg, Predicted: texting, Actual: hugging
File: Image_7749.jpg, Predicted: laughing, Actual: sleeping
File: Image_6054.jpg, Predicted: cycling, Actual: dancing
File: Image_6590.jpg, Predicted: using_laptop, Actual: calling
File: Image_1090.jpg, Predicted: cycling, Actual: dancing
File: Image_11506.jpg, Predicted: cycling, Actual: fighting
File: Image_11419.jpg, Predicted: eating, Actual: clapping
File: Image_9446.jpg, Predicted: using_laptop, Actual: cycling
File: Image_2929.jpg, Predicted: eating, Actual: sleeping
File: Image_568.jpg, Predicted: laughing, Actual: hugging
File: Image_6223.jpg, Predicted: laughing, Actual: drinking
File: Image_6306.jpg, Predicted: eating, Actual: using_laptop
File: Image_556.jpg, Predicted: laughing, Actual: hugging
File: Image_2042.jpg, Predicted: using_laptop, Actual: fighting
File: Image_5668.jpg, Predicted: listening_to_music, Actual: calling
File: Image_6611.jpg, Predicted: listening_to_music, Actual: calling
File: Image_11059.jpg, Predicted: using_laptop, Actual: calling
File: Image_8440.jpg, Predicted: cycling, Actual: running
File: Image_10400.jpg, Predicted: laughing, Actual: listening_to_music
File: Image_11023.jpg, Predicted: cycling, Actual: running
File: Image_12080.jpg, Predicted: drinking, Actual: hugging
File: Image_6842.jpg, Predicted: clapping, Actual: eating
File: Image_4865.jpg, Predicted: eating, Actual: drinking
File: Image_9795.jpg, Predicted: clapping, Actual: texting
File: Image_6405.jpg, Predicted: using_laptop, Actual: dancing
File: Image_10772.jpg, Predicted: cycling, Actual: sleeping
File: Image_11081.jpg, Predicted: eating, Actual: cycling
File: Image_2543.jpg, Predicted: cycling, Actual: using_laptop
File: Image_7877.jpg, Predicted: clapping, Actual: laughing
File: Image_12509.jpg, Predicted: using_laptop, Actual: listening_to_music
File: Image_2654.jpg, Predicted: using_laptop, Actual: calling
File: Image_11108.jpg, Predicted: laughing, Actual: hugging
File: Image_9121.jpg, Predicted: using_laptop, Actual: clapping
File: Image_9916.jpg, Predicted: laughing, Actual: texting
File: Image_1998.jpg, Predicted: laughing, Actual: clapping
File: Image_4478.jpg, Predicted: sleeping, Actual: dancing
File: Image_1895.jpg, Predicted: cycling, Actual: laughing
File: Image_6938.jpg, Predicted: listening_to_music, Actual: texting
File: Image_6994.jpg, Predicted: eating, Actual: sitting
File: Image_848.jpg, Predicted: eating, Actual: cycling
File: Image_11356.jpg, Predicted: calling, Actual: using_laptop
File: Image_4346.jpg, Predicted: dancing, Actual: hugging
File: Image_7666.jpg, Predicted: eating, Actual: drinking
File: Image_2622.jpg, Predicted: laughing, Actual: sitting
File: Image_10431.jpg, Predicted: running, Actual: fighting
File: Image_11998.jpg, Predicted: using_laptop, Actual: calling
File: Image_7124.jpg, Predicted: sleeping, Actual: texting
File: Image_1908.jpg, Predicted: cycling, Actual: sitting
File: Image_3548.jpg, Predicted: eating, Actual: clapping
File: Image_9323.jpg, Predicted: eating, Actual: laughing
File: Image_838.jpg, Predicted: sleeping, Actual: drinking
File: Image_3103.jpg, Predicted: sleeping, Actual: drinking
File: Image_2218.jpg, Predicted: dancing, Actual: calling
File: Image_7626.jpg, Predicted: using_laptop, Actual: texting
File: Image_11593.jpg, Predicted: eating, Actual: hugging
File: Image_2793.jpg, Predicted: using_laptop, Actual: sitting
File: Image_2729.jpg, Predicted: eating, Actual: hugging
File: Image_6064.jpg, Predicted: dancing, Actual: listening_to_music
File: Image_1853.jpg, Predicted: using_laptop, Actual: clapping
File: Image_5739.jpg, Predicted: dancing, Actual: fighting
File: Image_11738.jpg, Predicted: cycling, Actual: texting
File: Image_4651.jpg, Predicted: fighting, Actual: dancing
File: Image_10080.jpg, Predicted: clapping, Actual: texting
File: Image_10078.jpg, Predicted: sleeping, Actual: eating
File: Image_11133.jpg, Predicted: eating, Actual: cycling
File: Image_706.jpg, Predicted: using_laptop, Actual: drinking
File: Image_1842.jpg, Predicted: running, Actual: dancing
File: Image_5942.jpg, Predicted: eating, Actual: laughing
File: Image_9931.jpg, Predicted: cycling, Actual: eating
File: Image_10821.jpg, Predicted: eating, Actual: running
File: Image_12077.jpg, Predicted: using_laptop, Actual: sitting
File: Image_3391.jpg, Predicted: calling, Actual: eating
File: Image_4757.jpg, Predicted: sleeping, Actual: hugging
File: Image_8617.jpg, Predicted: cycling, Actual: fighting
File: Image_5770.jpg, Predicted: calling, Actual: texting
File: Image_7040.jpg, Predicted: clapping, Actual: fighting
File: Image_2628.jpg, Predicted: cycling, Actual: fighting
File: Image_5074.jpg, Predicted: cycling, Actual: fighting
File: Image_123.jpg, Predicted: cycling, Actual: hugging
File: Image_2925.jpg, Predicted: laughing, Actual: dancing
File: Image_11128.jpg, Predicted: cycling, Actual: dancing
File: Image_2665.jpg, Predicted: cycling, Actual: running
File: Image_9984.jpg, Predicted: laughing, Actual: sleeping
File: Image_937.jpg, Predicted: cycling, Actual: listening_to_music
File: Image_3445.jpg, Predicted: cycling, Actual: sleeping
File: Image_6764.jpg, Predicted: calling, Actual: drinking
File: Image_3568.jpg, Predicted: drinking, Actual: running
File: Image_7654.jpg, Predicted: cycling, Actual: fighting
File: Image_12252.jpg, Predicted: eating, Actual: fighting
File: Image_3607.jpg, Predicted: eating, Actual: hugging
File: Image_5656.jpg, Predicted: listening_to_music, Actual: calling
File: Image_5917.jpg, Predicted: calling, Actual: dancing
File: Image_4883.jpg, Predicted: eating, Actual: laughing
File: Image_1562.jpg, Predicted: laughing, Actual: sleeping
File: Image_4006.jpg, Predicted: dancing, Actual: fighting
File: Image_3712.jpg, Predicted: clapping, Actual: running
File: Image_4056.jpg, Predicted: using_laptop, Actual: fighting
File: Image_10961.jpg, Predicted: sleeping, Actual: running
File: Image_11084.jpg, Predicted: clapping, Actual: dancing
File: Image_10575.jpg, Predicted: sleeping, Actual: listening_to_music
File: Image_10422.jpg, Predicted: using_laptop, Actual: clapping
